Index,alpha1,alpha2,result,how,sutraNum,sutraEnglish,scVasu
1882,फ्,र्,ब्र्,जश्त्व,8.2.39,,
1883,फ्,ल्,ब्ल्,जश्त्व,8.2.39,,
1884,फ्,व्,ब्व्,जश्त्व,8.2.39,,
1885,फ्,श्,प्श्,चर्त्व,8.4.55,,
1886,फ्,ष्,प्ष्,चर्त्व,8.4.55,,
1887,फ्,स्,प्स्,चर्त्व,8.4.55,,
1888,फ्,ह्,ब्ह्,जश्त्व,8.2.39,,
1889,फ्,ह्,ब्भ्,पूर्वसवर्ण,8.4.62,,
1890,ब्,अ,ब,जश्त्व,8.2.39,,
1891,ब्,आ,बा,जश्त्व,8.2.39,,
1892,ब्,इ,बि,जश्त्व,8.2.39,,
1893,ब्,ई,बी,जश्त्व,8.2.39,,
1894,ब्,उ,बु,जश्त्व,8.2.39,,
1895,ब्,ऊ,बू,जश्त्व,8.2.39,,
1896,ब्,ऋ,बृ,जश्त्व,8.2.39,,
1897,ब्,़,ब़्,जश्त्व,8.2.39,,
1898,ब्,ऌ,बॢ,जश्त्व,8.2.39,,
1899,ब्,ए,बे,जश्त्व,8.2.39,,
1900,ब्,ऐ,बै,जश्त्व,8.2.39,,
1901,ब्,ओ,बो,जश्त्व,8.2.39,,
1902,ब्,औ,बौ,जश्त्व,8.2.39,,
1903,ब्,क्,प्क्,चर्त्व,8.4.55,,
1904,ब्,ख्,प्ख्,चर्त्व,8.4.55,,
1905,ब्,ग्,ब्ग्,जश्त्व,8.4.53,,
1906,ब्,घ्,ब्घ्,जश्त्व,8.4.53,,
1907,ब्,ङ्,ब्ङ्,जश्त्व,8.2.39,,
1908,ब्,ङ्,म्ङ्,अनुनासिक,8.4.45,,
1909,ब्,च्,प्च्,चर्त्व,8.4.55,,
1910,ब्,छ्,प्छ्,चर्त्व,8.4.55,,
1911,ब्,ज्,ब्ज्,जश्त्व,8.4.53,,
1912,ब्,झ्,ब्झ्,जश्त्व,8.4.53,,
1913,ब्,ञ्,ब्ञ्,जश्त्व,8.2.39,,
1914,ब्,ञ्,म्ञ्,अनुनासिक,8.4.45,,
1915,ब्,ट्,प्ट्,चर्त्व,8.4.55,,
1916,ब्,ठ्,प्ठ्,चर्त्व,8.4.55,,
1917,ब्,ड्,ब्ड्,जश्त्व,8.4.53,,
1918,ब्,ढ्,ब्ढ्,जश्त्व,8.4.53,,
1919,ब्,ण्,ब्ण्,जश्त्व,8.2.39,,
1920,ब्,ण्,म्ण्,अनुनासिक,8.4.45,,
1921,ब्,त्,प्त्,चर्त्व,8.4.55,,
1922,ब्,थ्,प्थ्,चर्त्व,8.4.55,,
1923,ब्,द्,ब्द्,जश्त्व,8.4.53,,
1924,ब्,ध्,ब्ध्,जश्त्व,8.4.53,,
1925,ब्,न्,ब्न्,जश्त्व,8.2.39,,
1926,ब्,न्,म्न्,अनुनासिक,8.4.45,,
1927,ब्,प्,प्प्,चर्त्व,8.4.55,,
1928,ब्,फ्,प्फ्,चर्त्व,8.4.55,,
1929,ब्,ब्,ब्ब्,जश्त्व,8.4.53,,
1930,ब्,भ्,ब्भ्,जश्त्व,8.4.53,,
1931,ब्,म्,ब्म्,जश्त्व,8.2.39,,
1932,ब्,म्,म्म्,अनुनासिक,8.4.45,,
1933,ब्,य्,ब्य्,जश्त्व,8.2.39,,
1934,ब्,र्,ब्र्,जश्त्व,8.2.39,,
1935,ब्,ल्,ब्ल्,जश्त्व,8.2.39,,
1936,ब्,व्,ब्व्,जश्त्व,8.2.39,,
1937,ब्,श्,प्श्,चर्त्व,8.4.55,,
1938,ब्,ष्,प्ष्,चर्त्व,8.4.55,,
1939,ब्,स्,प्स्,चर्त्व,8.4.55,,
1940,ब्,ह्,ब्भ्,पूर्वसवर्ण,8.4.62,,
1941,ब्,ह्,ब्ह्,जश्त्व,8.2.39,,
1942,भ्,अ,ब,जश्त्व,8.2.39,,
1943,भ्,आ,बा,जश्त्व,8.2.39,,
1944,भ्,इ,बि,जश्त्व,8.2.39,,
1945,भ्,ई,बी,जश्त्व,8.2.39,,
1946,भ्,उ,बु,जश्त्व,8.2.39,,
1947,भ्,ऊ,बू,जश्त्व,8.2.39,,
1948,भ्,ऋ,बृ,जश्त्व,8.2.39,,
1949,भ्,़,ब़्,जश्त्व,8.2.39,,
1950,भ्,ऌ,बॢ,जश्त्व,8.2.39,,
1951,भ्,ए,बे,जश्त्व,8.2.39,,
1952,भ्,ऐ,बै,जश्त्व,8.2.39,,
1953,भ्,ओ,बो,जश्त्व,8.2.39,,
1954,भ्,औ,बौ,जश्त्व,8.2.39,,
1955,भ्,क्,प्क्,चर्त्व,8.4.55,,
1956,भ्,ख्,प्ख्,चर्त्व,8.4.55,,
1957,भ्,ग्,ब्ग्,जश्त्व,8.4.53,,
1958,भ्,घ्,ब्घ्,जश्त्व,8.4.53,,
1959,भ्,ङ्,ब्ङ्,जश्त्व,8.2.39,,
1960,भ्,ङ्,म्ङ्,अनुनासिक,8.4.45,,
1961,भ्,च्,प्च्,चर्त्व,8.4.55,,
1962,भ्,छ्,प्छ्,चर्त्व,8.4.55,,
1963,भ्,ज्,ब्ज्,जश्त्व,8.4.53,,
1964,भ्,झ्,ब्झ्,जश्त्व,8.4.53,,
1965,भ्,ञ्,ब्ञ्,जश्त्व,8.2.39,,
1966,भ्,ञ्,म्ञ्,अनुनसिक,8.4.45,,
1967,भ्,ट्,प्ट्,चर्त्व,8.4.55,,
1968,भ्,ठ्,प्ठ्,चर्त्व,8.4.55,,
1969,भ्,ड्,ब्ड्,जस्त्व,8.4.53,,
1970,भ्,ढ्,ब्ढ्,जस्त्व,8.4.53,,
1971,भ्,ण्,ब्ण्,जस्त्व,8.2.39,,
1972,भ्,ण्,म्ण्,अनुनसिक,8.4.45,,
1973,भ्,त्,प्त्,चर्त्व,8.4.55,,
1974,भ्,थ्,प्थ्,चर्त्व,8.4.55,,
1975,भ्,द्,ब्द्,जस्त्व,8.4.53,,
1976,भ्,ध्,ब्ध्,जस्त्व,8.4.53,,
1977,भ्,न्,ब्न्,जस्त्व,8.2.39,,
1978,भ्,न्,म्न्,अनुनसिक,8.4.45,,
1979,भ्,प्,प्प्,चर्त्व,8.4.55,,
1980,भ्,फ्,प्फ्,चर्त्व,8.4.55,,
1981,भ्,ब्,ब्ब्,जस्त्व,8.4.53,,
1982,भ्,भ्,ब्भ्,जस्त्व,8.4.53,,
1983,भ्,म्,ब्म्,जस्त्व,8.2.39,,
1984,भ्,म्,म्म्,अनुनसिक,8.4.45,,
1985,भ्,य्,ब्य्,जस्त्व,8.2.39,,
1986,भ्,र्,ब्र्,जस्त्व,8.2.39,,
1987,भ्,ल्,ब्ल्,जस्त्व,8.2.39,,
1988,भ्,व्,ब्व्,जस्त्व,8.2.39,,
1989,भ्,श्,प्श्,चर्त्व,8.4.55,,
1990,भ्,ष्,प्ष्,चर्त्व,8.4.55,,
1991,भ्,स्,प्स्,चर्त्व,8.4.55,,
1992,भ्,ह्,ब्ह्,जस्त्व,8.2.39,,
1993,भ्,ह्,ब्ब्,पूर्वसवर्न,8.4.62,,
1994,म्,अ,म,वर्णमेलन,,,
1995,म्,आ,मा,वर्णमेलन,,,
1996,म्,इ,मि,वर्णमेलन,,,
1997,म्,ई,मी,वर्णमेलन,,,
1998,म्,उ,मु,वर्णमेलन,,,
1999,म्,ऊ,मू,वर्णमेलन,,,
2000,म्,ऋ,मृ,वर्णमेलन,,,
2001,म्,़,म़्,वर्णमेलन,,,
2002,म्,ऌ,मॢ,वर्णमेलन,,,
2003,म्,ए,मे,वर्णमेलन,,,
2004,म्,ऐ,मै,वर्णमेलन,,,
2005,म्,ओ,मो,वर्णमेलन,,,
2006,म्,औ,मौ,वर्णमेलन,,,
2007,ं,अ,ंअ,वर्णमेलन,,,
2008,ं,आ,ंआ,वर्णमेलन,,,
2009,ं,इ,ंइ,वर्णमेलन,,,
2010,ं,ई,ंई,वर्णमेलन,,,
2011,ं,उ,ंउ,वर्णमेलन,,,
2012,ं,ऊ,ंऊ,वर्णमेलन,,,
2013,ं,ऋ,ंऋ,वर्णमेलन,,,
2014,ं,़,ं़,वर्णमेलन,,,
2015,ं,ऌ,ंऌ,वर्णमेलन,,,
2016,ं,ए,ंए,वर्णमेलन,,,
2017,ं,ऐ,ंऐ,वर्णमेलन,,,
2018,ं,ओ,ंओ,वर्णमेलन,,,
2019,ं,औ,ंऔ,वर्णमेलन,,,
2020,ं,क्,ङ्क्,परसवर्ण,8.4.58,,
2021,ं,ख्,ङ्ख्,परसवर्ण,8.4.58,,
2022,ं,ग्,ङ्ग्,परसवर्ण,8.4.58,,
2023,ं,घ्,ङ्घ्,परसवर्ण,8.4.58,,
2024,ं,ङ्,ङ्ङ्,परसवर्ण,8.4.58,,
2025,ं,च्,ञ्च्,परसवर्ण,8.4.58,,
2026,ं,छ्,ञ्छ्,परसवर्ण,8.4.58,,
2027,ं,ज्,ञ्ज्,परसवर्ण,8.4.58,,
2028,ं,झ्,ञ्झ्,परसवर्ण,8.4.58,,
2029,ं,ञ्,ञ्ञ्,परसवर्ण,8.4.58,,
2030,ं,ट्,ण्ट्,परसवर्ण,8.4.58,,
2031,ं,ठ्,ण्ठ्,परसवर्ण,8.4.58,,
2032,ं,ड्,ण्ड्,परसवर्ण,8.4.58,,
2033,ं,ढ्,ण्ढ्,परसवर्ण,8.4.58,,
2034,ं,ण्,ण्ण्,परसवर्ण,8.4.58,,
2035,ं,त्,न्त्,परसवर्ण,8.4.58,,
2036,ं,थ्,न्थ्,परसवर्ण,8.4.58,,
2037,ं,द्,न्द्,परसवर्ण,8.4.58,,
2038,ं,ध्,न्ध्,परसवर्ण,8.4.58,,
2039,ं,न्,न्न्,परसवर्ण,8.4.58,,
2040,ं,प्,म्प्,परसवर्ण,8.4.58,,
2041,ं,फ्,म्फ्,परसवर्ण,8.4.58,,
2042,ं,ब्,म्ब्,परसवर्ण,8.4.58,,
2043,ं,भ्,म्भ्,परसवर्ण,8.4.58,,
2044,ं,म्,म्म्,परसवर्ण,8.4.58,,
2045,ं,य्,ंय्,वर्णमेलन,,,
2046,ं,र्,ंर्,वर्णमेलन,,,
2047,ं,ल्,ंल्,वर्णमेलन,,,
2048,ं,व्,ंव्,वर्णमेलन,,,
2049,ं,श्,ंश्,वर्णमेलन,,,
2050,ं,ष्,ंष्,वर्णमेलन,,,
2051,ं,स्,ंस्,वर्णमेलन,,,
2052,ं,ह्,ंह्,वर्णमेलन,,,
2053,य्,अ,य,वर्णमेलन,,,
2054,य्,आ,या,वर्णमेलन,,,
2055,य्,इ,यि,वर्णमेलन,,,
2056,य्,ई,यी,वर्णमेलन,,,
2057,य्,उ,यु,वर्णमेलन,,,
2058,य्,ऊ,यू,वर्णमेलन,,,
2059,य्,ऋ,यृ,वर्णमेलन,,,
2060,य्,़,य़्,वर्णमेलन,,,
2061,य्,ऌ,यॢ,वर्णमेलन,,,
2062,य्,ए,ये,वर्णमेलन,,,
2063,य्,ऐ,यै,वर्णमेलन,,,
2064,य्,ओ,यो,वर्णमेलन,,,
2065,य्,औ,यौ,वर्णमेलन,,,
2066,य्,क्,य्क्,वर्णमेलन,,,
2067,य्,ख्,य्ख्,वर्णमेलन,,,
2068,य्,ग्,य्ग्,वर्णमेलन,,,
2069,य्,घ्,य्घ्,वर्णमेलन,,,
2070,य्,ङ्,य्ङ्,वर्णमेलन,,,
2071,य्,च्,य्च्,वर्णमेलन,,,
2072,य्,छ्,य्छ्,वर्णमेलन,,,
2073,य्,ज्,य्ज्,वर्णमेलन,,,
2074,य्,झ्,य्झ्,वर्णमेलन,,,
2075,य्,ञ्,य्ञ्,वर्णमेलन,,,
2076,य्,ट्,य्ट्,वर्णमेलन,,,
2077,य्,ठ्,य्ठ्,वर्णमेलन,,,
2078,य्,ड्,य्ड्,वर्णमेलन,,,
2079,य्,ढ्,य्ढ्,वर्णमेलन,,,
2080,य्,न्,य्न्,वर्णमेलन,,,
2081,य्,त्,य्त्,वर्णमेलन,,,
2082,य्,थ्,य्थ्,वर्णमेलन,,,
2083,य्,द्,य्द्,वर्णमेलन,,,
2084,य्,ध्,य्ध्,वर्णमेलन,,,
2085,य्,न्,य्न्,वर्णमेलन,,,
2086,य्,प्,य्प्,वर्णमेलन,,,
2087,य्,फ्,य्फ्,वर्णमेलन,,,
2088,य्,ब्,य्ब्,वर्णमेलन,,,
2089,य्,भ्,य्भ्,वर्णमेलन,,,
2090,य्,म्,य्म्,वर्णमेलन,,,
2091,य्,य्,य्य्,वर्णमेलन,,,
2092,य्,र्,य्र्,वर्णमेलन,,,
2093,य्,ल्,य्ल्,वर्णमेलन,,,
2094,य्,व्,य्व्,वर्णमेलन,,,
2095,य्,श्,य्श्,वर्णमेलन,,,
2096,य्,ष्,य्ष्,वर्णमेलन,,,
2097,य्,स्,य्स्,वर्णमेलन,,,
2098,य्,ह्,य्ह्,वर्णमेलन,,,
2099,अर्,र्,आ र्,रेफलोप -> दीर्घः,8.3.14; 6.3.111,,
2100,उर्,र्,ऊ र्,रेफलोप -> दीर्घः,8.3.14; 6.3.111,,
2101,इर्,र्,ई र्,रेफलोप -> दीर्घः,8.3.14; 6.3.111,,
2102,आर्,र्,आ र्,रेफलोप -> दीर्घः,8.3.14; 6.3.111,,
2103,ऊर्,र्,ऊ र्,रेफलोप -> दीर्घः,8.3.14; 6.3.111,,
2104,ईर्,र्,ई र्,रेफलोप -> दीर्घः,8.3.14; 6.3.111,,
2105,ल्,अ,ल,वर्णमेलन,,,
2106,ल्,आ,ला,वर्णमेलन,,,
2107,ल्,इ,लि,वर्णमेलन,,,
2108,ल्,ई,ली,वर्णमेलन,,,
2109,ल्,उ,लु,वर्णमेलन,,,
2110,ल्,ऊ,लू,वर्णमेलन,,,
2111,ल्,ऋ,लृ,वर्णमेलन,,,
2112,ल्,़,ल़्,वर्णमेलन,,,
2113,ल्,ऌ,लॢ,वर्णमेलन,,,
2114,ल्,ए,ले,वर्णमेलन,,,
2115,ल्,ऐ,लै,वर्णमेलन,,,
2116,ल्,ओ,लो,वर्णमेलन,,,
2117,ल्,औ,लौ,वर्णमेलन,,,
2118,ल्,क्,ल्क्,वर्णमेलन,,,
2119,ल्,ख्,ल्ख्,वर्णमेलन,,,
2120,ल्,ग्,ल्ग्,वर्णमेलन,,,
2121,ल्,घ्,ल्घ्,वर्णमेलन,,,
2122,ल्,ङ्,ल्ङ्,वर्णमेलन,,,
2123,ल्,च्,ल्च्,वर्णमेलन,,,
2124,ल्,छ्,ल्छ्,वर्णमेलन,,,
2125,ल्,ज्,ल्ज्,वर्णमेलन,,,
2126,ल्,झ्,ल्झ्,वर्णमेलन,,,
2127,ल्,ञ्,ल्ञ्,वर्णमेलन,,,
2128,ल्,ट्,ल्ट्,वर्णमेलन,,,
2129,ल्,ठ्,ल्ठ्,वर्णमेलन,,,
2130,ल्,ड्,ल्ड्,वर्णमेलन,,,
2131,ल्,ढ्,ल्ढ्,वर्णमेलन,,,
2132,ल्,ण्,ल्ण्,वर्णमेलन,,,
2133,ल्,त्,ल्त्,वर्णमेलन,,,
2134,ल्,थ्,ल्थ्,वर्णमेलन,,,
2135,ल्,द्,ल्द्,वर्णमेलन,,,
2136,ल्,ध्,ल्ध्,वर्णमेलन,,,
2137,ल्,न्,ल्न्,वर्णमेलन,,,
2138,ल्,प्,ल्प्,वर्णमेलन,,,
2139,ल्,फ्,ल्फ्,वर्णमेलन,,,
2140,ल्,ब्,ल्ब्,वर्णमेलन,,,
2141,ल्,भ्,ल्भ्,वर्णमेलन,,,
2142,ल्,म्,ल्म्,वर्णमेलन,,,
2143,ल्,य्,ल्य्,वर्णमेलन,,,
2144,ल्,र्,ल्र्,वर्णमेलन,,,
2145,ल्,ल्,ल्ल्,वर्णमेलन,,,
2146,ल्,व्,ल्व्,वर्णमेलन,,,
2147,ल्,श्,ल्श्,वर्णमेलन,,,
2148,ल्,ष्,ल्ष्,वर्णमेलन,,,
2149,ल्,स्,ल्स्,वर्णमेलन,,,
2150,ल्,ह्,ल्ह्,वर्णमेलन,,,
2151,व्,अ,व,वर्णमेलन,,,
2152,व्,आ,वा,वर्णमेलन,,,
2153,व्,इ,वि,वर्णमेलन,,,
2154,व्,ई,वी,वर्णमेलन,,,
2155,व्,उ,वु,वर्णमेलन,,,
2156,व्,ऊ,वू,वर्णमेलन,,,
2157,व्,ऋ,वृ,वर्णमेलन,,,
2158,व्,़,व़्,वर्णमेलन,,,
2159,व्,ऌ,वॢ,वर्णमेलन,,,
2160,व्,ए,वे,वर्णमेलन,,,
2161,व्,ऐ,वै,वर्णमेलन,,,
2162,व्,ओ,वो,वर्णमेलन,,,
2163,व्,औ,वौ,वर्णमेलन,,,
2164,व्,क्,व्क्,वर्णमेलन,,,
2165,व्,ख्,व्ख्,वर्णमेलन,,,
2166,व्,ग्,व्ग्,वर्णमेलन,,,
2167,व्,घ्,व्घ्,वर्णमेलन,,,
2168,व्,ङ्,व्ङ्,वर्णमेलन,,,
2169,व्,च्,व्च्,वर्णमेलन,,,
2170,व्,छ्,व्छ्,वर्णमेलन,,,
2171,व्,ज्,व्ज्,वर्णमेलन,,,
2172,व्,झ्,व्झ्,वर्णमेलन,,,
2173,व्,ञ्,व्ञ्,वर्णमेलन,,,
2174,व्,ट्,व्ट्,वर्णमेलन,,,
2175,व्,ठ्,व्ठ्,वर्णमेलन,,,
2176,व्,ड्,व्ड्,वर्णमेलन,,,
2177,व्,ढ्,व्ढ्,वर्णमेलन,,,
2178,व्,ण्,व्ण्,वर्णमेलन,,,
2179,व्,त्,व्त्,वर्णमेलन,,,
2180,व्,थ्,व्थ्,वर्णमेलन,,,
2181,व्,द्,व्द्,वर्णमेलन,,,
2182,व्,ध्,व्ध्,वर्णमेलन,,,
2183,व्,न्,व्न्,वर्णमेलन,,,
2184,व्,प्,व्प्,वर्णमेलन,,,
2185,व्,फ्,व्फ्,वर्णमेलन,,,
2186,व्,ब्,व्ब्,वर्णमेलन,,,
2187,व्,भ्,व्भ्,वर्णमेलन,,,
2188,व्,म्,व्म्,वर्णमेलन,,,
2189,व्,य्,व्य्,वर्णमेलन,,,
2190,व्,र्,व्र्,वर्णमेलन,,,
2191,व्,ल्,व्ल्,वर्णमेलन,,,
2192,व्,व्,व्व्,वर्णमेलन,,,
2193,व्,श्,व्श्,वर्णमेलन,,,
2194,व्,ष्,व्ष्,वर्णमेलन,,,
2195,व्,स्,व्स्,वर्णमेलन,,,
2196,व्,ह्,व्ह्,वर्णमेलन,,,
2197,श्,अ,ज,जश्त्व,8.2.39,,
2198,श्,आ,जा,जश्त्व,8.2.39,,
2199,श्,इ,जि,जश्त्व,8.2.39,,
2200,श्,ई,जी,जश्त्व,8.2.39,,
2201,श्,उ,जु,जश्त्व,8.2.39,,
2202,श्,ऊ,जू,जश्त्व,8.2.39,,
2203,श्,ऋ,जृ,जश्त्व,8.2.39,,
2204,श्,़,ज़्,जश्त्व,8.2.39,,
2205,श्,ऌ,जॢ,जश्त्व,8.2.39,,
2206,श्,ए,जे,जश्त्व,8.2.39,,
2207,श्,ऐ,जै,जश्त्व,8.2.39,,
2208,श्,ओ,जो,जश्त्व,8.2.39,,
2209,श्,औ,जौ,जश्त्व,8.2.39,,
2210,श्,क्,च्क्,जश्त्व -> चर्त्व,8.2.39; 8.4.55,,
2211,श्,ख्,च्ख्,जश्त्व -> चर्त्व,8.2.39; 8.4.55,,
2212,श्,ग्,ज्ग्,जश्त्व,8.4.53,,
2213,श्,घ्,ज्घ्,जश्त्व,8.4.53,,
2214,श्,ङ्,ज्ङ्,जश्त्व,8.2.39,,
2215,श्,च्,च्च्,जश्त्व -> चर्त्व,8.2.39; 8.4.55,,
2216,श्,छ्,च्छ्,जश्त्व -> चर्त्व,8.2.39; 8.4.55,,
2217,श्,ज्,ज्ज्,जश्त्व,8.4.53,,
2218,श्,झ्,ज्झ्,जश्त्व,8.4.53,,
2219,श्,ञ्,ज्ञ्,जश्त्व,8.2.39,,
2220,श्,ट्,च्ट्,जश्त्व -> चर्त्व,8.2.39; 8.4.55,,
2221,श्,ठ्,च्ठ्,जश्त्व -> चर्त्व,8.2.39; 8.4.55,,
2222,श्,ड्,ज्ड्,जश्त्व,8.4.53,,
2223,श्,ढ्,ज्ढ्,जश्त्व,8.4.53,,
2224,श्,ण्,ज्ण्,जश्त्व,8.2.39,,
2225,श्,ण्,ञ्ण्,अनुनासिक-यरोऽनुनासिकेऽनुनासिको वा (८।४।४५),,,
2226,श्,त्,च्त्,जश्त्व -> श्चुत्वनिषेधः-> चर्त्व,8.2.39; 8.4.40; 8.4.44; 8.4.55,,
2227,श्,थ्,च्थ्,जश्त्व -> श्चुत्वनिषेधः-> चर्त्व,8.2.39; 8.4.40; 8.4.44; 8.4.55,,
2228,श्,द्,ज्द्,जश्त्व -> श्चुत्वनिषेधः,8.2.39; 8.4.40; 8.4.44,,
2229,श्,ध्,ज्ध्,जश्त्व -> श्चुत्वनिषेधः,8.2.39; 8.4.40; 8.4.44,,
2230,श्,न्,ज्न्,जश्त्व -> श्चुत्वनिषेधः,8.2.39; 8.4.40; 8.4.44,,
2231,श्,न्,ञ्न्,अनुनासिक-यरोऽनुनासिकेऽनुनासिको वा (८।४।४५),,,
2232,श्,प्,च्प्,जश्त्व -> चर्त्व,8.2.39; 8.4.55,,
2233,श्,फ्,च्फ्,जश्त्व -> चर्त्व,8.2.39; 8.4.55,,
2234,श्,ब्,ज्ब्,जश्त्व,8.4.53,,
2235,श्,भ्,ज्भ्,जश्त्व,8.4.53,,
2236,श्,म्,ज्म्,जश्त्व,8.2.39,,
2237,श्,य्,ज्य्,जश्त्व,8.2.39,,
2238,श्,र्,ज्र्,जश्त्व,8.2.39,,
2239,श्,ल्,ज्ल्,जश्त्व,8.2.39,,
2240,श्,व्,ज्व्,जश्त्व,8.2.39,,
2241,श्,श्,ष्श्,जश्त्व,8.2.39,,
2242,श्,ष्,च्ष्,जश्त्व -> चर्त्व,8.2.39; 8.4.55,,
2243,श्,स्,च्स्,जश्त्व -> श्चुत्व-> चर्त्व,8.2.39; 8.4.40; 8.4.55,,
2244,श्,ह्,ज्ह्,जश्त्व,8.2.39,,
2245,श्,ह्,ज्झ्,पूर्वसवर्ण,8.4.62,,
2246,ष्,अ,ड,जश्त्व,8.2.39,,
2247,ष्,आ,डा,जश्त्व,8.2.39,,
2248,ष्,इ,डि,जश्त्व,8.2.39,,
2249,ष्,ई,डी,जश्त्व,8.2.39,,
2250,ष्,उ,डु,जश्त्व,8.2.39,,
2251,ष्,ऊ,डू,जश्त्व,8.2.39,,
2252,ष्,ऋ,डृ,जश्त्व,8.2.39,,
2253,ष्,़,ड़्,जश्त्व,8.2.39,,
2254,ष्,ऌ,डॢ,जश्त्व,8.2.39,,
2255,ष्,ए,डे,जश्त्व,8.2.39,,
2256,ष्,ऐ,डै,जश्त्व,8.2.39,,
2257,ष्,ओ,डो,जश्त्व,8.2.39,,
2258,ष्,औ,डौ,जश्त्व,8.2.39,,
2259,ष्,क्,ट्क्,जश्त्व -> चर्त्व,8.2.39; 8.4.55,,
2260,ष्,ख्,ट्ख्,जश्त्व -> चर्त्व,8.2.39; 8.4.55,,
2261,ष्,ग्,ड्ग्,जश्त्व,8.4.53,,
2262,ष्,घ्,ड्घ्,जश्त्व,8.4.53,,
2263,ष्,ङ्,ड्ङ्,जश्त्व,8.2.39,,
2264,ष्,च्,ट्च्,जश्त्व -> चर्त्व,8.2.39; 8.4.55,,
2265,ष्,छ्,ट्छ्,जश्त्व -> चर्त्व,8.2.39; 8.4.55,,
2266,ष्,ज्,ड्ज्,जश्त्व,8.4.53,,
2267,ष्,झ्,ड्झ्,जश्त्व,8.4.53,,
2268,ष्,ञ्,ड्ञ्,जश्त्व,8.2.39,,
2269,ष्,ट्,ट्ट्,जश्त्व -> चर्त्व,8.2.39; 8.4.55,,
2270,ष्,ठ्,ट्ठ्,जश्त्व -> चर्त्व,8.2.39; 8.4.55,,
2271,ष्,ड्,ड्ड्,जश्त्व,8.4.53,,
2272,ष्,ढ्,ड्ढ्,जश्त्व,8.4.53,,
2273,ष्,ण्,ड्ण्,जश्त्व,8.2.39,,
2274,ष्,ण्,ण्ण्,अनुनासिक-यरोऽनुनासिकेऽनुनासिको वा (८।४।४५),,,
2275,ष्,त्,ट्त्,जश्त्व -> ष्टुत्वनिषेधः-> चर्त्व,8.2.39; 8.4.41; 8.4.42; 8.4.55,,
2276,ष्,थ्,ट्थ्,जश्त्व -> ष्टुत्वनिषेधः-> चर्त्व,8.2.39; 8.4.41; 8.4.42; 8.4.55,,
2277,ष्,द्,ड्द्,जश्त्व -> ष्टुत्वनिषेधः,8.2.39; 8.4.41; 8.4.42,,
2278,ष्,ध्,ड्ध्,जश्त्व -> ष्टुत्वनिषेधः,8.2.39; 8.4.41; 8.4.42,,
2279,ष्,न्,ड्न्,जश्त्व -> ष्टुत्वनिषेधः,8.2.39; 8.4.41; 8.4.42,,
2280,ष्,न्,ण्न्,अनुनासिक,8.4.45,,
2281,ष्,प्,ट्प्,जश्त्व -> चर्त्व,8.2.39; 8.4.55,,
2282,ष्,फ्,ट्फ्,जश्त्व -> चर्त्व,8.2.39; 8.4.55,,
2283,ष्,ब्,ड्ब्,जश्त्व,8.4.53,,
2284,ष्,भ्,ड्भ्,जश्त्व,8.4.53,,
2285,ष्,म्,ड्म्,जश्त्व,8.2.39,,
2286,ष्,म्,ण्म्,अनुनासिक,8.4.45,,
2287,ष्,य्,ड्य्,जश्त्व,8.2.39,,
2288,ष्,र्,ड्र्,जश्त्व,8.2.39,,
2289,ष्,ल्,ड्ल्,जश्त्व,8.2.39,,
2290,ष्,व्,ड्व्,जश्त्व,8.2.39,,
2291,ष्,श्,ष्श्,जश्त्व,8.2.39,,
2292,ष्,ष्,ट्ष्,जश्त्व -> चर्त्व,8.2.39; 8.4.55,,
2293,ष्,स्,ट्स्,जश्त्व -> ष्टुत्वनिषेधः-> चर्त्व,8.2.39; 8.4.41; 8.4.42; 8.4.55,,
2294,ष्,ह्,ड्ढ्,जश्त्व,8.2.39,,
2295,ष्,ह्,ड्ह्,पूर्वसवर्ण,8.4.62,,
2296,स्,अ,ः अ,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2297,अस्,अ,ओऽ,रुत्व -> उत्व-> गुण-> पूर्वरुप,8.2.66; 6.1.113; 6.1.87; 6.1.109,,
2298,अस्,अं,ओंऽ,रुत्व -> उत्व-> गुण-> पूर्वरुप,8.2.66; 6.1.113; 6.1.87; 6.1.109,,
2299,स्,आ,ः आ,रुत्व -> विसर्ग,8.2.66,,
2300,स्,इ,ः इ,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2301,स्,ई,ः ई,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2302,स्,उ,ः उ,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2303,स्,ऊ,ः ऊ,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2304,स्,ऋ,ः ऋ,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2305,स्,़,ः ़,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2306,स्,ऌ,ः ऌ,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2307,स्,ए,ः ए,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2308,स्,ऐ,ः ऐ,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2309,स्,ओ,ः ओ,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2310,स्,औ,ः औ,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2311,स्,क्,ः क्,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
2312,स्,ख्,ः ख्,रुत्व -> विसर्ग,8.2.66; 8.3.15,,
